Date,Open,High,Low,Close,Adj Close,Volume
2021-06-08,47.08,47.9,46.8,47.88,47.88,5129075
2021-06-07,47.34,47.54,47.07,47.27,47.27,3871214
2021-06-04,47.45,47.49,47.01,47.26,47.26,3654435
2021-06-03,47.09,47.15,46.51,46.97,46.97,3378666
2021-06-02,46.56,47.025,46.36,46.9,46.9,3682378
2021-06-01,46.58,46.94,45.97,46.33,46.33,6374903
2021-05-28,45.82,45.93,45.175,45.42,45.42,4851676
2021-05-27,45.19,45.64,45.05,45.55,45.55,3192958
2021-05-26,44.74,45.3,44.635,45.2,45.2,3817149
2021-05-25,45.07,45.31,44.78,44.92,44.92,3602813
2021-05-24,44.28,45.15,44.11,45.02,45.02,5145970
2021-05-21,43.5,43.8,43.37,43.7,43.7,4204925
2021-05-20,43.24,43.3202,42.32,42.48,42.48,5319985
2021-05-19,43.7,43.7,42.53,43.43,43.43,9179983
2021-05-18,45.13,45.39,43.94,44.84,44.84,9166085
2021-05-17,44.88,45.41,44.86,45.39,45.39,3830998
2021-05-14,44.44,44.79,44.34,44.71,44.71,5058437
2021-05-13,43.98,44.476,43.345,43.81,43.81,7610654
2021-05-12,45.13,45.7,45.1,45.22,45.22,6837980
2021-05-11,43.92,44.9311,43.92,44.87,44.87,6925403
2021-05-10,44.85,44.91,43.9,44.48,44.48,4391910
2021-05-07,44.06,44.63,43.91,44.43,44.43,4253060
2021-05-06,44.8,44.82,44.15,44.41,44.41,6635611
2021-05-05,45.23,45.3,44.39,44.66,44.66,3437798
2021-05-04,44.74,44.91,44.33,44.87,44.87,5357589
2021-05-03,43.56,44.09,43.55,43.98,43.98,3309499
2021-04-30,43.38,43.55,43.05,43.27,43.27,5007308
2021-04-29,44.47,44.61,43.84,44.26,44.26,5920438
2021-04-28,43.44,43.97,43.36,43.53,43.53,5500913
2021-04-27,42.66,43.185,42.48,43.11,43.11,3454398
2021-04-26,41.78,42.52,41.74,42.33,42.33,3150859
2021-04-23,41.91,42.6101,41.85,42.46,42.46,4206504
2021-04-22,42.24,42.2562,41.6,42.09,42.09,3278051
2021-04-21,41.79,42.55,41.715,41.77,41.77,5800325
2021-04-20,43.35,43.42,42.04,42.74,42.74,6415215
2021-04-19,43.22,43.49,43.05,43.32,43.32,3324511
2021-04-16,43.34,43.38,42.98,43.18,43.18,4680019
2021-04-15,43.06,43.44,42.88,43.27,43.27,4391563
2021-04-14,42.145,43.3853,42.01,43.04,43.04,9353490
2021-04-13,41.33,41.475,41.15,41.4,41.4,5063623
2021-04-12,41.28,41.5689,40.77,40.9,40.9,5998437
2021-04-09,40.62,40.87,40.48,40.64,40.64,3705620
2021-04-08,40.64,40.93,40.27,40.82,40.82,4288194
2021-04-07,40.54,41.05,39.91,40.86,40.86,9987566
2021-04-06,41.16,41.69,40.58,40.7,40.7,6734247
2021-04-05,41.21,41.26,39.52,40.28,40.28,9801017
2021-04-01,41.47,42.175,40.3,41.84,41.84,11598385
2021-03-31,40.99,41.7,40.22,40.53,40.53,6368550
2021-03-30,41.16,41.66,41.04,41.17,41.17,4151647
2021-03-29,41.23,41.9581,40.95,41.92,41.92,6376255
2021-03-26,41.38,41.83,41.25,41.53,41.53,10091048
2021-03-25,40.47,40.62,39.31,39.89,39.89,9476983
2021-03-24,40.69,41.83,40.53,41.45,41.45,11330212
2021-03-23,40.29,40.91,39.27,39.37,39.37,12356899
2021-03-22,41.97,42.18,41.59,41.71,41.71,4162333
2021-03-19,40.83,41.99,40.26,41.77,41.77,6429976
2021-03-18,42.99,43.0601,39.71,40.47,40.47,18824318
2021-03-17,43.69,43.93,43.24,43.82,43.82,5837920
2021-03-16,43.57,44.103,43.315,43.83,43.83,4932389
2021-03-15,43.9,44.34,43.46,44.26,44.26,5720629
2021-03-12,44.36,44.63,44.23,44.35,44.35,4643187
2021-03-11,43.91,44.64,43.7116,44.6,44.6,6588667
2021-03-10,43.28,43.81,42.7889,43.74,43.74,5733314
2021-03-09,43.73,43.82,43.07,43.11,43.11,5503187
2021-03-08,44.12,44.24,43.4301,43.5,43.5,5083900
2021-03-05,44.08,44.507,43.91,44.44,44.44,7883312
2021-03-04,41.87,43.46,41.5,43.07,43.07,11815294
2021-03-03,40.88,41.65,40.55,41.14,41.14,4764356
2021-03-02,40.95,41.07,40.07,40.07,40.07,8272222
2021-03-01,41.3,41.61,40.31,40.6,40.6,6956008
2021-02-26,42.12,42.14,41.12,41.31,41.31,5913109
2021-02-25,42.32,42.77,42.15,42.46,42.46,4515201
2021-02-24,41.88,42.57,41.79,42.5,42.5,6504712
2021-02-23,41.15,41.73,40.741,41.62,41.62,5638173
2021-02-22,40.55,41.42,40.55,41.28,41.28,5814292
2021-02-19,40.26,40.495,39.55,39.68,39.68,5537456
2021-02-18,41.09,41.13,40.11,40.27,40.27,6717852
2021-02-17,40.27,40.9599,40.125,40.89,40.89,7419244
2021-02-16,40.19,40.47,40.05,40.45,40.45,5467395
2021-02-12,39.01,40.07,39.01,39.94,39.94,5785112
2021-02-11,39.32,39.3799,38.87,38.97,38.97,3737989
2021-02-10,39.24,39.47,39.01,39.28,39.28,5053553
2021-02-09,38.7,39.21,38.515,39.17,39.17,4904297
2021-02-08,38.47,38.98,38.47,38.94,38.94,4216169
2021-02-05,38.33,38.399,37.95,38.19,38.19,4379135
2021-02-04,37.61,37.95,37.195,37.81,37.81,5033691
2021-02-03,37.19,37.78,37.19,37.44,37.44,6804126
2021-02-02,36.97,37.05,36.715,36.82,36.82,6274695
2021-02-01,35.77,36.18,35.25,36.12,36.12,6051380
2021-01-29,35.64,35.77,35.11,35.18,35.18,3916091
2021-01-28,35.92,36.005,35.22,35.25,35.25,5409000
2021-01-27,35.41,35.93,35.02,35.5,35.5,4918796
2021-01-26,35.69,35.8,35.38,35.45,35.45,2628089
2021-01-25,35.11,35.66,35.03,35.59,35.59,4134539
2021-01-22,34.96,35.62,34.91,35.23,35.23,4673306
2021-01-21,35.82,36,35.6386,35.76,35.76,3013233
2021-01-20,36.14,36.2,35.6887,35.79,35.79,3222621
2021-01-19,35.71,35.89,35.53,35.75,35.75,3804303
2021-01-15,35.72,35.82,35.125,35.34,35.34,5492212
2021-01-14,35.7,36.32,35.61,36.24,36.24,5175030
2021-01-13,35.77,36.1,35.6,35.8,35.8,4456975
2021-01-12,35.65,36.01,35.57,35.9,35.9,4185837
2021-01-11,34.88,35.405,34.81,35.26,35.26,5113090
2021-01-08,34.93,35.5,34.75,35.43,35.43,7554646
2021-01-07,34.35,34.585,34.29,34.53,34.53,4103115
2021-01-06,33.94,34.47,33.56,34.11,34.11,7461058
2021-01-05,33.38,34.12,33.38,33.94,33.94,13616817
2021-01-04,33,33.29,32.24,32.38,32.38,14340206
2020-12-31,32.73,33.105,32.63,33.01,33.01,4424897
2020-12-30,32.58,33.2168,32.55,32.91,32.91,4840011
2020-12-29,32.95,32.99,32.66,32.78,32.78,3630959
2020-12-28,32.88,33.05,32.51,32.59,32.59,4917521
2020-12-24,32.66,32.92,32.57,32.92,32.92,1694292
2020-12-23,32.33,33.08,32.33,32.75,32.75,5077488
2020-12-22,32.28,32.47,32,32.09,32.09,3769374
2020-12-21,32.18,32.84,32.12,32.64,32.64,6144336
2020-12-18,33.33,33.67,33.26,33.48,33.48,4758989
2020-12-17,33.01,33.227,32.92,33.16,33.16,4534039
2020-12-16,32.55,32.81,32.32,32.74,32.74,4349302
2020-12-15,32.32,32.6224,32.25,32.54,32.54,3509357
2020-12-14,32.14,32.2281,31.37,32.17,32.17,4877234
2020-12-11,32.03,32.1327,31.77,31.94,31.94,3394047
2020-12-10,31.84,32.645,31.83,32.11,32.11,7572017
2020-12-09,31.55,31.66,30.9989,31.34,31.34,7631083
2020-12-08,31.22,31.465,31.04,31.41,31.41,3784982
2020-12-07,31.44,31.87,31.31,31.4,31.4,4779809
2020-12-04,31.31,31.74,31.28,31.56,31.56,6930198
2020-12-03,30.89,31.36,30.81,31.25,31.25,5559714
2020-12-02,30.58,31.43,30.58,30.97,30.97,7064310
2020-12-01,30.9,30.96,30.34,30.62,30.62,4543120
2020-11-30,31.12,31.285,30.68,30.97,30.97,6778489
2020-11-27,31.12,31.36,31.03,31.22,31.22,2904863
2020-11-25,31.3,31.68,31.02,31.37,31.37,5865626
2020-11-24,30.23,31.03,30.21,30.8,30.8,9098520
2020-11-23,29.58,29.72,29.41,29.52,29.52,4398041
2020-11-20,28.93,29.36,28.92,29.27,29.27,4908811
2020-11-19,28.93,29.14,28.75,29.09,29.09,2934277
2020-11-18,29.07,29.36,28.96,29,29,4112069
2020-11-17,28.57,29.015,28.48,28.87,28.87,3614024
2020-11-16,29.12,29.17,28.66,28.81,28.81,4576603
2020-11-13,28.52,28.5701,28.06,28.13,28.13,4373548
2020-11-12,29.21,29.4366,28.62,28.66,28.66,6091355
2020-11-11,29.7,29.75,28.92,29.04,29.04,6376554
2020-11-10,28.66,28.97,28.47,28.91,28.91,6602443
2020-11-09,28.59,28.82,28.06,28.07,28.07,9840283
2020-11-06,26.83,26.87,26.2,26.47,26.47,5117706
2020-11-05,27.41,27.7,27.08,27.16,27.16,5115014
2020-11-04,27.12,27.63,26.6889,27.44,27.44,5982511
2020-11-03,26.94,27.01,26.45,26.72,26.72,7241315
2020-11-02,25.16,26.29,25.14,26.26,26.26,5385148
2020-10-30,25.31,25.4,24.96,25.25,25.25,5426085
2020-10-29,24.92,25.74,24.75,25.6,25.6,8401411
2020-10-28,26.44,26.56,26.09,26.31,26.31,7010972
2020-10-27,27.31,27.95,27.23,27.69,27.69,3037176
2020-10-26,27.33,27.46,26.95,27.11,27.11,4646723
2020-10-23,28.55,28.56,27.7815,27.88,27.88,3986229
2020-10-22,28.3,28.75,28.28,28.51,28.51,3236867
2020-10-21,28.61,28.78,27.93,28.1,28.1,5165740
2020-10-20,28.48,29.31,28.46,29.05,29.05,4394236
2020-10-19,28.83,29.01,28.585,28.59,28.59,2802970
2020-10-16,28.59,28.865,28.33,28.72,28.72,2517795
2020-10-15,28.07,28.95,28.005,28.94,28.94,5281400
2020-10-14,28.89,29.05,28.8,28.98,28.98,3195994
2020-10-13,28.46,28.65,28.27,28.46,28.46,3624048
2020-10-12,28.4,28.4,27.73,28.07,28.07,4553072
2020-10-09,28.99,29.25,28.59,28.69,28.69,4596414
2020-10-08,28.99,29.2,28.75,29.14,29.14,6567389
2020-10-07,28.16,28.41,27.89,28.39,28.39,5526195
2020-10-06,28.66,28.91,28.31,28.39,28.39,6288696
2020-10-05,27.58,28.16,27.44,27.93,27.93,7854861
2020-10-02,26.25,26.89,26.09,26.35,26.35,8583320
2020-10-01,27.76,27.86,26.765,27.51,27.51,6557070
2020-09-30,27.94,28.5617,27.89,28.29,28.29,3445440
2020-09-29,28.31,28.32,27.28,27.7,27.7,5344701
2020-09-28,28.5,28.86,28.3,28.69,28.69,2428845
2020-09-25,28.3,28.56,28.1746,28.35,28.35,2445226
2020-09-24,28.3,28.5948,28.13,28.5,28.5,3418804
2020-09-23,28.35,28.84,28,28.03,28.03,5108068
2020-09-22,28.36,28.53,27.82,28.17,28.17,3020496
2020-09-21,28.67,28.76,27.6581,28.29,28.29,5361818
2020-09-18,29.19,29.43,28.9,29.06,29.06,3058125
2020-09-17,28.57,29.39,28.43,29.23,29.23,4584252
2020-09-16,28.2,28.8,28.06,28.7,28.7,5787880
2020-09-15,27.06,27.7,26.96,27.52,27.52,3914066
2020-09-14,26.74,27.02,26.6,26.94,26.94,3311180
2020-09-11,26.92,27.27,26.7311,27.04,27.04,3361988
2020-09-10,27.23,27.47,26.75,26.79,26.79,4856758
2020-09-09,26.84,27.69,26.71,27.41,27.41,5310536
2020-09-08,26.88,26.96,26.2715,26.75,26.75,10546433
2020-09-04,29.42,29.45,28.4007,28.51,28.51,7365862
2020-09-03,29.15,29.775,29.04,29.64,29.64,7998970
2020-09-02,30.58,30.6,29.5907,29.86,29.86,7281598
2020-09-01,30.64,30.94,30.54,30.61,30.61,3930317
2020-08-31,30.9,30.9,30.39,30.58,30.58,3825156
2020-08-28,30.72,30.8,30.52,30.72,30.72,2437764
2020-08-27,30.89,30.9,30.2708,30.67,30.67,4372557
2020-08-26,31.07,31.19,30.835,30.93,30.93,5402599
2020-08-25,30.97,31.02,30.59,30.92,30.92,5251910
2020-08-24,30.33,30.535,30.23,30.35,30.35,4511767
2020-08-21,30,30.24,29.64,30.18,30.18,6523322
2020-08-20,30.02,30.59,29.78,30.52,30.52,6112078
2020-08-19,30.59,30.815,30.411,30.66,30.66,3781469
2020-08-18,30.41,30.83,30.39,30.6,30.6,5589528
2020-08-17,30.24,30.845,30.215,30.77,30.77,4307946
2020-08-14,30.23,30.42,30.02,30.33,30.33,3793145
2020-08-13,30.48,30.66,30.2633,30.4,30.4,3414128
2020-08-12,30.47,30.755,30.31,30.56,30.56,5307431
2020-08-11,30.6,30.66,29.8185,29.82,29.82,5563594
2020-08-10,30.16,30.36,29.97,30.16,30.16,4234823
2020-08-07,29.89,29.92,29.58,29.85,29.85,4867904
2020-08-06,30.52,30.58,30.12,30.18,30.18,4339767
2020-08-05,30.84,31.02,30.15,30.23,30.23,9100422
2020-08-04,29.23,30.15,29.2127,29.78,29.78,7706315
2020-08-03,29.15,29.6541,29.03,29.34,29.34,5896671
2020-07-31,29.09,29.1587,28.5941,29.07,29.07,5028542
2020-07-30,28.99,29.01,27.9,28.93,28.93,10024367
2020-07-29,29.6,29.75,29.452,29.57,29.57,3114921
2020-07-28,29.46,29.54,29.27,29.35,29.35,4423712
2020-07-27,29.34,29.855,28.975,29.72,29.72,6268487
2020-07-24,29.37,29.51,29.055,29.44,29.44,4947545
2020-07-23,29.59,29.93,29.12,29.41,29.41,5925149
2020-07-22,29.44,29.89,29.3611,29.75,29.75,3925786
2020-07-21,29.98,30.22,29.64,29.72,29.72,8346302
2020-07-20,28.9,29.25,28.59,29.12,29.12,3863793
2020-07-17,29.17,29.24,28.72,29.1,29.1,3570234
2020-07-16,29.18,29.43,29.03,29.16,29.16,3240412
2020-07-15,29.08,29.5,28.81,29.29,29.29,7041193
2020-07-14,28.23,29.08,28.16,28.88,28.88,5057522
2020-07-13,29.01,29.15,28.39,28.5,28.5,6540197
2020-07-10,28.48,29.17,28.41,29.03,29.03,5432428
2020-07-09,29.07,29.11,28.21,28.41,28.41,5602332
2020-07-08,29.03,29.29,28.84,29.18,29.18,4676507
2020-07-07,28.85,29.21,28.755,28.79,28.79,4674513
2020-07-06,28.79,29.26,28.77,28.96,28.96,6145973
2020-07-02,28.79,29.05,28.34,28.75,28.75,5545498
2020-07-01,28.3,28.51,27.9307,28.35,28.35,6960417
2020-06-30,27.89,28.545,27.8015,28.06,28.06,5840558
2020-06-29,27.81,28.47,27.62,28.27,28.27,6966516
2020-06-26,27.67,27.6979,27.12,27.36,27.36,5255015
2020-06-25,27.18,28.05,27.09,27.94,27.94,8768600
2020-06-24,28.41,28.62,26.82,27.25,27.25,11101135
2020-06-23,29.3,29.42,28.59,28.72,28.72,7358717
2020-06-22,28.43,29.04,28.33,28.98,28.98,8862130
2020-06-19,28.66,28.86,27.54,28.23,28.23,13500977
2020-06-18,27.31,28.0207,27.2409,27.89,27.89,6278325
2020-06-17,27.47,27.75,27.17,27.28,27.28,7388829
2020-06-16,27.86,28.29,26.97,27.64,27.64,11803851
2020-06-15,25.47,27.0697,25.36,26.98,26.98,8642102
2020-06-12,26.64,26.81,25.85,26.43,26.43,8885079
2020-06-11,26.8,27.17,25.94,26.36,26.36,22801292
2020-06-10,28.08,29.07,27.72,28.43,28.43,8303035
2020-06-09,28.07,28.55,27.68,28.42,28.42,10176420
2020-06-08,28.97,29,28.11,28.37,28.37,14161869
2020-06-05,28.59,29.19,28.37,28.87,28.87,11820579
2020-06-04,27.08,27.62,26.81,27.5,27.5,11376950
2020-06-03,27.17,27.53,26.651,27.12,27.12,11428031
2020-06-02,26.55,27.1,26.4694,27.07,27.07,9131520
2020-06-01,25.72,26.47,25.564,26.22,26.22,8218251
2020-05-29,24.64,26.434,24.6,25.88,25.88,12747840
2020-05-28,24.84,25.58,24.55,25.03,25.03,8094813
2020-05-27,25.18,25.34,24.26,25,25,13839746
2020-05-26,25.93,25.99,25.33,25.66,25.66,12891256
2020-05-22,26.09,26.15,25.06,25.57,25.57,10614746
2020-05-21,26.5,27.49,25.88,26.6,26.6,21259837
2020-05-20,24.95,25.535,24.88,25.34,25.34,11752379
2020-05-19,24.47,24.71,24.04,24.44,24.44,9373412
2020-05-18,24.04,24.8,23.8,24.31,24.31,19714050
2020-05-15,21.95,22.61,21.6827,22.39,22.39,11524980
2020-05-14,20.73,21.815,20.59,21.45,21.45,11539660
2020-05-13,21.05,21.31,20.3,20.6,20.6,10082948
2020-05-12,21.4,21.57,20.89,20.97,20.97,10138479
2020-05-11,21.53,21.6,20.76,21.17,21.17,10461550
2020-05-08,21.08,21.6699,20.66,21.47,21.47,10523513
2020-05-07,21.88,21.91,20.27,20.47,20.47,12745439
2020-05-06,21.29,21.51,20.3,20.85,20.85,17295781
2020-05-05,20.76,21.79,20.7401,21.51,21.51,20954778
2020-05-04,18.58,19.68,18.36,19.67,19.67,14044779
2020-05-01,19.12,19.18,18.4201,18.86,18.86,13831085
2020-04-30,18.76,19.3,17.865,19.12,19.12,24001260
2020-04-29,18.01,18.22,17.46,18,18,23378606
2020-04-28,17.28,18,16.88,17.04,17.04,19476846
2020-04-27,18.4,18.4,17.04,17.52,17.52,33884998
2020-04-24,21.52,21.84,20.08,20.56,20.56,22803899
2020-04-23,21.44,22.96,20.8,21.12,21.12,39783683
2020-04-22,23.2,23.52,20,20.08,20.08,54851781
2020-04-21,25.52,27.199,18.48,22.48,22.48,125406993
2020-04-20,30.08,32.4,29.6,30,30,109403819
2020-04-17,33.2,34.08,32.8,33.68,33.68,31270570
2020-04-16,35.2,35.28,33.2,34.88,34.88,30161234
2020-04-15,35.44,35.76,34.4,35.44,35.44,27402749
2020-04-14,38.04,38.4,36.24,37.28,37.28,23983994
2020-04-13,39.72,40.56,38.8,39.44,39.44,15693891
2020-04-09,43.2,46.24,38.4,39.84,39.84,37976147
2020-04-08,40.64,43.2,39.52,42.96,42.96,21113948
2020-04-07,43.68,44.24,39.12,40.72,40.72,23432474
2020-04-06,44.96,45.656,42.96,43.84,43.84,20350277
2020-04-03,45.6,48.16,43.52,47.2,47.2,28238825
2020-04-02,36.64,45.36,36,40.88,40.88,40226722
2020-04-01,33.92,35.04,33.04,35.04,35.04,14878649
2020-03-31,34.96,34.96,33.28,33.68,33.68,15639523
2020-03-30,33.68,34.24,32.24,33.84,33.84,20541169
2020-03-27,36.12,36.24,34.64,35.76,35.76,15312045
2020-03-26,39.2,39.68,37.12,38.64,38.64,15703501
2020-03-25,39.12,41.28,38,40.64,40.64,12344863
2020-03-24,40.48,40.56,38.32,39.84,39.84,10639511
2020-03-23,38.16,39.2,36.2,39.04,39.04,9050389
2020-03-20,42.2,42.96,37.44,39.52,39.52,18333656
2020-03-19,38.32,45.36,36.8,42.96,42.96,16266997
2020-03-18,40.48,41.44,34.32,37.68,37.68,23764246
2020-03-17,48.32,49.2,45.04,45.68,45.68,8618145
2020-03-16,48.72,51.04,46.56,48.4,48.4,9516617
2020-03-13,55.12,57.04,52.32,55.68,55.68,9832216
2020-03-12,51.52,54.4,51.44,52.32,52.32,11630327
2020-03-11,56.16,56.72,54.709,55.52,55.52,8147388
2020-03-10,56.72,58.64,54.84,57.92,57.92,10698380
2020-03-09,54.56,58.4,52,52.16,52.16,19268563
2020-03-06,74.08,74.16,68.8,69.84,69.84,9782053
2020-03-05,78.48,78.8,76.4,76.88,76.88,4140319
2020-03-04,80.84,81.04,78.08,78.88,78.88,5793719
2020-03-03,80,81.4,77.786,79.12,79.12,6408246
2020-03-02,77.36,79.36,76.32,79.36,79.36,5173360
2020-02-28,75.36,76,73.36,75.6,75.6,5375028
2020-02-27,77.76,79.92,76.8,78.24,78.24,6233219
2020-02-26,83.04,84.4,80.84,81.52,81.52,4932919
2020-02-25,86.08,86.2,83.2,83.2,83.2,4134238
2020-02-24,85.04,86.44,84.4,85.92,85.92,4694087
2020-02-21,88.64,89.64,87.92,89.28,89.28,3380644
2020-02-20,90.48,91.4,89.96,90.24,90.24,3422721
2020-02-19,89.04,89.84,88.16,89.44,89.44,3137581
2020-02-18,86.08,87.6,86,87.6,87.6,2678366
2020-02-14,87.68,87.92,86.72,87.6,87.6,3057122
2020-02-13,86.56,87.2,86,86.72,86.72,3609586
2020-02-12,86.56,86.88,85.68,86.48,86.48,3927024
2020-02-11,85.04,85.12,83.6,84,84,3117020
2020-02-10,83.84,84.48,83.04,83.36,83.36,2825924
2020-02-07,84.8,85.76,84.28,84.64,84.64,2610966
2020-02-06,85.12,86.16,84.4,85.92,85.92,3249832
2020-02-05,86,87.12,84.72,85.6,85.6,5089346
2020-02-04,85.44,85.6,83.2,83.52,83.52,5189423
2020-02-03,85.96,86.682,83.84,83.92,83.92,5058607
2020-01-31,87.04,87.84,85.6,86.72,86.72,4051945
2020-01-30,87.44,88.72,86.8,88.64,88.64,3689645
2020-01-29,90.24,90.28,88.72,89.28,89.28,2724537
2020-01-28,89.28,90.56,88.891,90,90,3048704
2020-01-27,88.88,89.92,88.16,88.8,88.8,3142594
2020-01-24,91.92,92,90.48,91.44,91.44,3051030
2020-01-23,92.8,93.68,92,93.28,93.28,3858529
2020-01-22,96.24,96.32,95,95.2,95.2,3196459
2020-01-21,97.76,98.72,97.68,97.92,97.92,1709633
2020-01-17,98.64,98.96,97.92,98.64,98.64,2220763
2020-01-16,97.6,98.84,97.56,98.32,98.32,1960807
2020-01-15,97.6,97.76,96.4,97.44,97.44,1881759
2020-01-14,98.16,98.56,97.6,98.24,98.24,2338576
2020-01-13,98.48,98.48,97.28,97.6,97.6,2858833
2020-01-10,99.44,99.84,98.68,99.28,99.28,2016753
2020-01-09,99.6,100.32,98.32,99.92,99.92,3439673
2020-01-08,104.48,104.56,99.12,101.28,101.28,6927560
2020-01-07,104.8,105.44,104.08,105.04,105.04,1859810
2020-01-06,106.4,106.56,104.96,105.28,105.28,2599289
2020-01-03,106.16,106.53,104.24,105.44,105.44,4326415
2020-01-02,102.4,102.8,101.6,102.48,102.48,1562401
2019-12-31,101.68,103.64,101.52,102.48,102.48,1450665
2019-12-30,104.08,104.16,102.32,103.12,103.12,1121459
2019-12-27,103.36,103.68,102.56,103.28,103.28,1137992
2019-12-26,102.56,103.52,102.56,103.12,103.12,881688
2019-12-24,101.84,102.32,101.8,102.16,102.16,431742
2019-12-23,100.88,101.76,100.72,101.6,101.6,931688
2019-12-20,101.76,101.76,100.48,101.04,101.04,1429481
2019-12-19,102,102.8,101.68,102.24,102.24,959589
2019-12-18,101.28,102.32,100.96,101.92,101.92,1483655
2019-12-17,101.2,102.08,101.2,101.76,101.76,1494179
2019-12-16,100.64,100.94,100.48,100.72,100.72,801840
2019-12-13,99.28,101.04,99.12,99.92,99.92,2137636
2019-12-12,98.4,99.76,98.4,98.96,98.96,2787551
2019-12-11,98.64,98.92,97.12,98.4,98.4,1918329
2019-12-10,98.48,99.44,98.16,99.12,99.12,1284198
2019-12-09,98,99,98,98.64,98.64,1718813
2019-12-06,97.04,99.96,96.96,98.56,98.56,2626823
2019-12-05,98.48,98.8,97.16,97.52,97.52,2976256
2019-12-04,96.48,98,96.4,97.52,97.52,3671403
2019-12-03,93.36,94.88,92.72,94.08,94.08,2917850
2019-12-02,94.24,94.48,92.96,93.36,93.36,1742016
2019-11-29,95.44,95.52,92.34,92.96,92.96,3345292
2019-11-27,97.28,97.76,96.12,97.12,97.12,1884605
2019-11-26,97.36,97.84,96.602,97.52,97.52,2056807
2019-11-25,96.24,97.12,95.759,96.88,96.88,2349316
2019-11-22,97.6,97.68,96.08,96.88,96.88,2237292
2019-11-21,96.44,98,96.28,97.6,97.6,3373872
2019-11-20,93.4,95.84,92.962,95.2,95.2,4796600
2019-11-19,93.68,93.92,92.16,92.56,92.56,3606876
2019-11-18,95.84,96.08,94.64,95.2,95.2,3133965
2019-11-15,94.96,97.04,94.96,96.64,96.64,2205185
2019-11-14,96.32,96.48,94.8,95.28,95.28,2548215
2019-11-13,94.4,96.16,94.4,95.68,95.68,2815161
2019-11-12,95.68,96.16,94.48,94.96,94.96,2174317
2019-11-11,94.32,95.8,94.16,95.12,95.12,2231189
2019-11-08,93.84,96,93.12,95.92,95.92,3008853
2019-11-07,95.84,96.64,94.88,95.04,95.04,3258344
2019-11-06,95.68,96.619,93.76,94.48,94.48,4253383
2019-11-05,95.36,96.04,95.28,95.44,95.44,2096386
2019-11-04,95.44,95.92,94.24,94.48,94.48,3043047
2019-11-01,91.6,94.08,91.52,93.52,93.52,3279478
2019-10-31,91.12,91.2,89.68,90.4,90.4,2764131
2019-10-30,92.56,92.56,90.88,91.76,91.76,2995104
2019-10-29,91.48,93.36,91.36,92.64,92.64,2198252
2019-10-28,94.72,95.04,92.8,93.2,93.2,2371637
2019-10-25,93.68,94.72,92.854,94.64,94.64,2064118
2019-10-24,93.6,94.32,93.439,93.84,93.84,2023332
2019-10-23,90.2,93.6,90.16,93.2,93.2,3237419
2019-10-22,90.48,91.52,89.92,90.72,90.72,2782349
2019-10-21,88.4,89.76,88.32,89.68,89.68,2206605
2019-10-18,90.72,91.08,89.2,89.76,89.76,2495216
2019-10-17,88.52,90.48,88.048,90.24,90.24,2209639
2019-10-16,88.08,89.84,88.08,89.12,89.12,2560411
2019-10-15,89.2,89.84,88.08,88.48,88.48,3116883
2019-10-14,89.28,89.72,88.24,89.44,89.44,2974474
2019-10-11,89.92,91.681,89.92,91.36,91.36,4610519
2019-10-10,88.88,89.76,88.4,89.52,89.52,2662384
2019-10-09,89.44,89.68,87.44,87.92,87.92,2999427
2019-10-08,86.92,88.16,86.56,87.12,87.12,3059399
2019-10-07,89.12,90.24,87.84,88.32,88.32,2515126
2019-10-04,88.56,89.12,86.88,88.32,88.32,3501458
2019-10-03,86.64,87.84,85.12,87.44,87.44,3676880
2019-10-02,89.6,89.6,87.08,87.84,87.84,3566985
2019-10-01,91.12,91.44,88.56,89.52,89.52,3315106
2019-09-30,92.08,92.8,90.08,90.72,90.72,3176761
2019-09-27,92.56,94.719,92.4,93.28,93.28,3222683
2019-09-26,93.44,94.52,92.48,94.4,94.4,2632501
2019-09-25,93.28,94.56,92.8,94.4,94.4,2705956
2019-09-24,96.96,97.198,94.88,95.2,95.2,3699162
2019-09-23,97.12,97.92,96.32,97.68,97.68,2698017
2019-09-20,97.84,98.525,96.64,97.6,97.6,3016473
2019-09-19,97.76,98.28,96.88,97.52,97.52,3822516
2019-09-18,97.04,98.144,96.08,96.8,96.8,4342795
2019-09-17,103.44,103.44,97.2,98.32,98.32,12375256
2019-09-16,99.92,105.28,99.6,102.64,102.64,10127498
2019-09-13,91.92,92.2,91.066,91.52,91.52,1759294
2019-09-12,90.56,92.16,90.24,91.76,91.76,4467405
2019-09-11,95.92,96.4,92.64,93.44,93.44,4790672
2019-09-10,96.88,97.8,95.2,95.84,95.84,3195703
2019-09-09,95.36,96.8,95.16,96.64,96.64,2925376
2019-09-06,91.68,94.8,91.28,94.16,94.16,2792520
2019-09-05,94.4,96.08,93.2,93.6,93.6,3411113
2019-09-04,92.24,94.16,92.158,93.68,93.68,3644308
2019-09-03,88.72,90.16,87.92,89.76,89.76,3508324
2019-08-30,93.92,94.08,90.8,91.68,91.68,3818589
2019-08-29,93.2,94.641,93.16,94.24,94.24,2845681
2019-08-28,93.76,94.32,92.4,93.12,93.12,3798728
2019-08-27,89.92,91.68,89.36,91.36,91.36,3071538
2019-08-26,91.52,91.92,89.12,89.44,89.44,3261006
2019-08-23,89.84,91.12,88.6,89.52,89.52,4257204
